city,lat,lon,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds,weather,sunrise,sunset,timestamp
Leonardville,39.3644,-96.8589,7.91,5.96,5.87,8.25,1005.0,57.0,3.07,76.0,broken clouds,1767793647.0,1767827977.0,1767841258.0
Witvlei,-22.4,18.4833,23.13,22.52,23.13,23.13,1012.0,39.0,4.02,7.0,clear sky,1767845380.0,1767893715.0,1767841336.0
15,1767837735.0,,,,,,,,,,,,,
715,1767834145.0,,,,,,,,,,,,,
0537,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,
Windhoek,-22.5594,17.0832,20.27,19.63,20.27,21.9,1014.0,49.0,3.09,0.0,clear sky,1767845697.0,1767894070.0,1767844896.0
Swakopmund,-22.6833,14.5333,19.43,19.78,19.43,19.43,1013.0,90.0,1.34,15.0,few clouds,1767846295.0,1767894696.0,1767844896.0
Walvis Bay,-22.9575,14.5053,19.53,19.68,19.53,19.53,1013.0,82.0,2.57,6.0,clear sky,1767846269.0,1767894736.0,1767844933.0
Arandis,-22.4167,14.9667,18.15,18.08,18.15,18.15,1013.0,79.0,1.29,21.0,few clouds,1767846222.0,1767894561.0,1767844933.0
Usakos,-22.0,15.6,23.74,22.95,23.74,23.74,1013.0,30.0,0.64,75.0,broken clouds,1767846120.0,1767894359.0,1767844933.0
Omaruru,-21.4333,15.9333,23.21,22.27,23.21,23.21,1013.0,26.0,1.65,86.0,overcast clouds,1767846106.0,1767894213.0,1767844933.0
Henties Bay,-22.116,14.2845,18.52,18.78,18.52,18.52,1013.0,90.0,1.88,14.0,few clouds,1767846422.0,1767894689.0,1767844933.0
Oshakati,-17.7833,15.6833,23.3,22.63,23.3,23.3,1012.0,36.0,4.31,91.0,overcast clouds,1767846581.0,1767893858.0,1767844933.0
Ongwediva,-17.7833,15.7667,23.27,22.59,23.27,23.27,1012.0,36.0,4.17,92.0,overcast clouds,1767846561.0,1767893838.0,1767844933.0
Ompundja,-17.9115,15.7014,23.45,22.76,23.45,23.45,1012.0,35.0,4.45,88.0,overcast clouds,1767846563.0,1767893868.0,1767844933.0
Eenhana,-17.4667,16.3333,20.47,19.62,20.47,20.47,1012.0,40.0,3.12,60.0,broken clouds,1767846460.0,1767893667.0,1767844933.0
Helao Nafidi,-17.4247,15.8925,21.93,21.2,21.93,21.93,1012.0,39.0,3.55,55.0,broken clouds,1767846570.0,1767893768.0,1767844933.0
Tsandi,-17.7463,14.8866,22.41,21.72,22.41,22.41,1013.0,39.0,3.49,72.0,broken clouds,1767846776.0,1767894045.0,1767844933.0
Okahao,-17.885,15.0667,22.55,21.88,22.55,22.55,1013.0,39.0,3.8,95.0,overcast clouds,1767846718.0,1767894017.0,1767844934.0
Tsumeb,-19.2333,17.7167,23.84,23.22,23.84,23.84,1011.0,36.0,5.56,28.0,scattered clouds,1767845931.0,1767893532.0,1767844934.0
Oniipa,-17.9141,16.0424,22.96,22.2,22.96,22.96,1012.0,34.0,4.5,87.0,overcast clouds,1767846480.0,1767893786.0,1767844934.0
Otjiwarongo,-20.4637,16.6477,21.51,20.6,21.51,21.51,1013.0,34.0,3.44,85.0,overcast clouds,1767846047.0,1767893929.0,1767844934.0
Grootfontein,-19.5667,18.1167,21.97,21.32,21.97,21.97,1012.0,42.0,4.28,24.0,few clouds,1767845797.0,1767893474.0,1767844934.0
Okakarara,-20.5833,17.4333,21.72,21.04,21.72,21.72,1012.0,42.0,4.23,15.0,few clouds,1767845845.0,1767893754.0,1767844934.0
Opuwo,-18.0607,13.84,20.26,19.59,20.26,20.26,1014.0,48.0,1.7,80.0,broken clouds,1767846993.0,1767894331.0,1767844934.0
Khorixas,-20.3667,14.9667,20.04,19.22,20.04,20.04,1014.0,43.0,0.86,53.0,broken clouds,1767846462.0,1767894321.0,1767844934.0
Katima Mulilo,-17.5,24.2667,20.7,20.71,20.7,20.7,1011.0,72.0,2.17,51.0,broken clouds,1767844552.0,1767891766.0,1767844934.0
Kongola,9.0665,-10.1959,21.16,21.05,21.16,21.16,1013.0,66.0,1.23,69.0,broken clouds,1767855512.0,1767897353.0,1767844934.0
Rundu,-17.9333,19.7667,22.44,22.23,22.44,22.44,1010.0,57.0,0.57,100.0,overcast clouds,1767845584.0,1767892895.0,1767844934.0
Otjiwarongo,-20.4637,16.6477,21.51,20.6,21.51,21.51,1013.0,34.0,3.44,85.0,overcast clouds,1767846047.0,1767893929.0,1767844934.0
Mariental,-24.6333,17.9667,24.6,23.82,24.6,24.6,1012.0,27.0,3.65,0.0,clear sky,1767845234.0,1767894109.0,1767844837.0
Rehoboth,-23.3167,17.0833,22.57,21.98,22.57,22.57,1013.0,42.0,1.92,7.0,clear sky,1767845607.0,1767894160.0,1767844837.0
Gibeon,37.9724,-76.6197,4.69,3.15,3.71,6.17,1017.0,86.0,1.87,1.0,clear sky,1767788559.0,1767823348.0,1767844934.0
Keetmanshoop,-26.5833,18.1333,22.66,22.0,22.66,22.66,1013.0,39.0,3.08,0.0,clear sky,1767844949.0,1767894314.0,1767844934.0
Lüderitz,-26.6481,15.1594,17.68,17.33,17.68,17.68,1012.0,70.0,4.75,0.0,clear sky,1767845655.0,1767895036.0,1767844837.0
Oranjemund,-28.55,16.4333,15.38,15.32,15.38,15.38,1014.0,90.0,1.32,0.0,clear sky,1767845100.0,1767894979.0,1767844935.0
Karasburg,-28.0167,18.75,19.74,18.92,19.74,19.74,1014.0,44.0,2.85,0.0,clear sky,1767844614.0,1767894352.0,1767844935.0
Gobabis,-22.45,18.9667,22.75,22.31,22.75,22.75,1012.0,47.0,2.12,8.0,clear sky,1767845258.0,1767893605.0,1767844837.0
Leonardville,39.3644,-96.8589,5.32,3.01,5.32,6.58,1005.0,61.0,2.84,81.0,broken clouds,1767793647.0,1767827977.0,1767844935.0
Witvlei,-22.4,18.4833,22.3,21.66,22.3,22.3,1013.0,41.0,4.13,7.0,clear sky,1767845380.0,1767893715.0,1767844935.0
67837735,,,,,,,,,,,,,,
715,1767834145.0,,,,,,,,,,,,,
0537,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,
Windhoek,-22.5594,17.0832,19.27,18.61,19.27,22.46,1015.0,52.0,2.57,0.0,clear sky,1767845697.0,1767894070.0,1767848421.0
Swakopmund,-22.6833,14.5333,19.43,19.7,19.43,19.43,1014.0,87.0,1.36,16.0,few clouds,1767846295.0,1767894696.0,1767848417.0
Walvis Bay,-22.9575,14.5053,19.53,19.84,19.53,19.53,1014.0,88.0,0.51,100.0,overcast clouds,1767846269.0,1767894736.0,1767848360.0
Arandis,-22.4167,14.9667,18.5,18.42,18.5,18.5,1014.0,77.0,0.53,27.0,scattered clouds,1767846222.0,1767894561.0,1767848534.0
Usakos,-22.0,15.6,24.02,23.23,24.02,24.02,1014.0,29.0,1.12,79.0,broken clouds,1767846120.0,1767894359.0,1767848534.0
Omaruru,-21.4333,15.9333,23.27,22.33,23.27,23.27,1014.0,26.0,1.74,87.0,overcast clouds,1767846106.0,1767894213.0,1767848534.0
Henties Bay,-22.116,14.2845,18.57,18.83,18.57,18.57,1014.0,90.0,1.48,19.0,few clouds,1767846422.0,1767894689.0,1767848534.0
Oshakati,-17.7833,15.6833,23.0,22.35,23.0,23.0,1013.0,38.0,4.65,76.0,broken clouds,1767846581.0,1767893858.0,1767848534.0
Ongwediva,-17.7833,15.7667,22.96,22.28,22.96,22.96,1013.0,37.0,4.6,77.0,broken clouds,1767846561.0,1767893838.0,1767848534.0
Ompundja,-17.9115,15.7014,23.13,22.46,23.13,23.13,1013.0,37.0,4.81,77.0,broken clouds,1767846563.0,1767893868.0,1767848534.0
Eenhana,-17.4667,16.3333,20.6,19.79,20.6,20.6,1013.0,41.0,3.08,61.0,broken clouds,1767846460.0,1767893667.0,1767848534.0
Helao Nafidi,-17.4247,15.8925,21.72,21.02,21.72,21.72,1013.0,41.0,3.48,53.0,broken clouds,1767846570.0,1767893768.0,1767848534.0
Tsandi,-17.7463,14.8866,22.07,21.4,22.07,22.07,1013.0,41.0,3.29,77.0,broken clouds,1767846776.0,1767894045.0,1767848534.0
Okahao,-17.885,15.0667,22.26,21.59,22.26,22.26,1013.0,40.0,3.89,95.0,overcast clouds,1767846718.0,1767894017.0,1767848535.0
Tsumeb,-19.2333,17.7167,23.92,23.39,23.92,23.92,1011.0,39.0,5.69,25.0,scattered clouds,1767845931.0,1767893532.0,1767848535.0
Oniipa,-17.9141,16.0424,22.69,21.93,22.69,22.69,1013.0,35.0,4.68,72.0,broken clouds,1767846480.0,1767893786.0,1767848535.0
Otjiwarongo,-20.4637,16.6477,21.61,20.69,21.61,21.61,1013.0,33.0,3.32,76.0,broken clouds,1767846047.0,1767893929.0,1767848535.0
Grootfontein,-19.5667,18.1167,22.05,21.49,22.05,22.05,1013.0,45.0,4.26,21.0,few clouds,1767845797.0,1767893474.0,1767848535.0
Okakarara,-20.5833,17.4333,21.88,21.19,21.88,21.88,1013.0,41.0,4.34,14.0,few clouds,1767845845.0,1767893754.0,1767848535.0
Opuwo,-18.0607,13.84,20.46,19.84,20.46,20.46,1014.0,49.0,1.26,84.0,broken clouds,1767846993.0,1767894331.0,1767848535.0
Khorixas,-20.3667,14.9667,20.5,19.68,20.5,20.5,1014.0,41.0,0.94,47.0,scattered clouds,1767846462.0,1767894321.0,1767848535.0
Katima Mulilo,-17.5,24.2667,22.06,22.2,22.06,22.06,1011.0,72.0,1.9,60.0,broken clouds,1767844552.0,1767891766.0,1767848535.0
Kongola,9.0665,-10.1959,20.86,20.62,20.86,20.86,1013.0,62.0,1.32,74.0,broken clouds,1767855512.0,1767897353.0,1767848535.0
Rundu,-17.9333,19.7667,22.89,22.75,22.89,22.89,1011.0,58.0,0.84,100.0,overcast clouds,1767845584.0,1767892895.0,1767848535.0
Otjiwarongo,-20.4637,16.6477,21.61,20.69,21.61,21.61,1013.0,33.0,3.32,76.0,broken clouds,1767846047.0,1767893929.0,1767848535.0
Mariental,-24.6333,17.9667,25.3,24.59,25.3,25.3,1012.0,27.0,2.7,0.0,clear sky,1767845234.0,1767894109.0,1767848535.0
Rehoboth,-23.3167,17.0833,23.36,22.77,23.36,23.36,1014.0,39.0,1.9,7.0,clear sky,1767845607.0,1767894160.0,1767848535.0
Gibeon,37.9724,-76.6197,4.27,3.03,3.03,4.86,1018.0,87.0,1.56,1.0,clear sky,1767874954.0,1767909803.0,1767848535.0
Keetmanshoop,-26.5833,18.1333,23.32,22.65,23.32,23.32,1013.0,36.0,2.79,0.0,clear sky,1767844949.0,1767894314.0,1767848536.0
Lüderitz,-26.6481,15.1594,18.51,18.11,18.51,18.51,1013.0,65.0,3.82,0.0,clear sky,1767845655.0,1767895036.0,1767848536.0
Oranjemund,-28.55,16.4333,17.17,17.06,17.17,17.17,1015.0,81.0,1.56,0.0,clear sky,1767845100.0,1767894979.0,1767848536.0
Karasburg,-28.0167,18.75,20.87,20.06,20.87,20.87,1015.0,40.0,2.82,0.0,clear sky,1767844614.0,1767894352.0,1767848536.0
Gobabis,-22.45,18.9667,23.95,23.52,23.95,23.95,1013.0,43.0,1.93,7.0,clear sky,1767845258.0,1767893605.0,1767848536.0
Leonardville,39.3644,-96.8589,6.91,4.88,6.91,6.91,1004.0,64.0,2.89,85.0,overcast clouds,1767793647.0,1767827977.0,1767848536.0
Witvlei,-22.4,18.4833,22.9,22.32,22.9,22.9,1013.0,41.0,3.35,6.0,clear sky,1767845380.0,1767893715.0,1767848536.0
37735,,,,,,,,,,,,,,
715,1767834145.0,,,,,,,,,,,,,
0537,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,
Windhoek,-22.5594,17.0832,21.27,20.65,21.27,24.12,1014.0,46.0,4.12,0.0,clear sky,1767845697.0,1767894070.0,1767852134.0
Swakopmund,-22.6833,14.5333,19.99,20.19,19.99,19.99,1014.0,82.0,0.45,19.0,few clouds,1767846295.0,1767894696.0,1767852135.0
Walvis Bay,-22.9575,14.5053,19.53,19.84,19.53,19.53,1014.0,88.0,1.03,100.0,overcast clouds,1767846269.0,1767894736.0,1767852100.0
Arandis,-22.4167,14.9667,19.97,19.77,19.97,19.97,1014.0,67.0,0.31,32.0,scattered clouds,1767846222.0,1767894561.0,1767852135.0
Usakos,-22.0,15.6,24.81,24.08,24.81,24.81,1014.0,28.0,1.07,77.0,broken clouds,1767846120.0,1767894359.0,1767852135.0
Omaruru,-21.4333,15.9333,24.44,23.57,24.44,24.44,1014.0,24.0,2.04,83.0,broken clouds,1767846106.0,1767894213.0,1767852135.0
Henties Bay,-22.116,14.2845,18.94,19.19,18.94,18.94,1014.0,88.0,1.04,24.0,few clouds,1767846422.0,1767894689.0,1767852135.0
Oshakati,-17.7833,15.6833,23.98,23.35,23.98,23.98,1013.0,35.0,5.98,64.0,broken clouds,1767846581.0,1767893858.0,1767852135.0
Ongwediva,-17.7833,15.7667,24.02,23.37,24.02,24.02,1013.0,34.0,5.93,65.0,broken clouds,1767846561.0,1767893838.0,1767852135.0
Ompundja,-17.9115,15.7014,24.03,23.38,24.03,24.03,1013.0,34.0,6.14,65.0,broken clouds,1767846563.0,1767893868.0,1767852135.0
Eenhana,-17.4667,16.3333,24.02,23.34,24.02,24.02,1013.0,33.0,4.43,57.0,broken clouds,1767846460.0,1767893667.0,1767852135.0
Helao Nafidi,-17.4247,15.8925,24.09,23.47,24.09,24.09,1013.0,35.0,5.03,46.0,scattered clouds,1767846570.0,1767893768.0,1767852135.0
Tsandi,-17.7463,14.8866,23.77,23.17,23.77,23.77,1014.0,37.0,4.46,66.0,broken clouds,1767846776.0,1767894045.0,1767852136.0
Okahao,-17.885,15.0667,23.6,22.98,23.6,23.6,1014.0,37.0,5.09,81.0,broken clouds,1767846718.0,1767894017.0,1767852136.0
Tsumeb,-19.2333,17.7167,26.68,26.46,26.68,26.68,1011.0,36.0,6.24,22.0,few clouds,1767845931.0,1767893532.0,1767852136.0
Oniipa,-17.9141,16.0424,23.97,23.26,23.97,23.97,1013.0,32.0,5.79,61.0,broken clouds,1767846480.0,1767893786.0,1767852136.0
Otjiwarongo,-20.4637,16.6477,24.28,23.52,24.28,24.28,1013.0,29.0,4.59,68.0,broken clouds,1767846047.0,1767893929.0,1767852136.0
Grootfontein,-19.5667,18.1167,19.76,19.36,19.76,19.76,1013.0,60.0,1.54,20.0,few clouds,1767845797.0,1767893474.0,1767852136.0
Okakarara,-20.5833,17.4333,24.17,23.58,24.17,24.17,1013.0,36.0,4.84,14.0,few clouds,1767845845.0,1767893754.0,1767852136.0
Opuwo,-18.0607,13.84,22.48,21.88,22.48,22.48,1015.0,42.0,1.36,82.0,broken clouds,1767846993.0,1767894331.0,1767852136.0
Khorixas,-20.3667,14.9667,21.94,21.13,21.94,21.94,1014.0,36.0,1.28,44.0,scattered clouds,1767846462.0,1767894321.0,1767852136.0
Katima Mulilo,-17.5,24.2667,24.96,25.13,24.96,24.96,1011.0,62.0,2.17,66.0,broken clouds,1767844552.0,1767891766.0,1767852136.0
Kongola,9.0665,-10.1959,20.78,20.4,20.78,20.78,1014.0,57.0,1.33,78.0,broken clouds,1767855512.0,1767897353.0,1767852136.0
Rundu,-17.9333,19.7667,24.17,24.05,24.17,24.17,1011.0,54.0,1.33,96.0,overcast clouds,1767845584.0,1767892895.0,1767852136.0
Otjiwarongo,-20.4637,16.6477,24.28,23.52,24.28,24.28,1013.0,29.0,4.59,68.0,broken clouds,1767846047.0,1767893929.0,1767852136.0
Mariental,-24.6333,17.9667,27.55,26.52,27.55,27.55,1013.0,23.0,2.41,0.0,clear sky,1767845234.0,1767894109.0,1767852136.0
Rehoboth,-23.3167,17.0833,25.21,24.57,25.21,25.21,1014.0,30.0,3.12,7.0,clear sky,1767845607.0,1767894160.0,1767852136.0
Gibeon,37.9724,-76.6197,3.34,2.0,3.1,3.75,1019.0,88.0,1.54,1.0,clear sky,1767874954.0,1767909803.0,1767852136.0
Keetmanshoop,-26.5833,18.1333,25.42,24.83,25.42,25.42,1014.0,31.0,3.3,0.0,clear sky,1767844949.0,1767894314.0,1767852137.0
Lüderitz,-26.6481,15.1594,20.76,20.35,20.76,20.76,1014.0,56.0,2.88,0.0,clear sky,1767845655.0,1767895036.0,1767852137.0
Oranjemund,-28.55,16.4333,18.83,18.57,18.83,18.83,1016.0,69.0,3.06,0.0,clear sky,1767845100.0,1767894979.0,1767852137.0
Karasburg,-28.0167,18.75,22.98,22.14,22.98,22.98,1015.0,31.0,3.19,0.0,clear sky,1767844614.0,1767894352.0,1767852137.0
Gobabis,-22.45,18.9667,26.0,26.0,26.0,26.0,1013.0,36.0,1.91,6.0,clear sky,1767845258.0,1767893605.0,1767852137.0
Leonardville,39.3644,-96.8589,5.32,3.03,5.32,5.32,1004.0,62.0,2.81,88.0,overcast clouds,1767880041.0,1767914434.0,1767852137.0
Witvlei,-22.4,18.4833,25.46,24.9,25.46,25.46,1013.0,32.0,3.79,6.0,clear sky,1767845380.0,1767893715.0,1767852137.0
715,1767834145.0,,,,,,,,,,,,,
0537,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,
Windhoek,-22.5594,17.0832,24.27,23.67,24.27,25.79,1014.0,35.0,6.17,0.0,clear sky,1767845697.0,1767894070.0,1767855733.0
Swakopmund,-22.6833,14.5333,20.55,20.75,20.55,20.55,1014.0,80.0,1.79,29.0,scattered clouds,1767846295.0,1767894696.0,1767855734.0
Walvis Bay,-22.9575,14.5053,19.53,19.68,19.53,19.53,1014.0,82.0,1.54,100.0,overcast clouds,1767846269.0,1767894736.0,1767855734.0
Arandis,-22.4167,14.9667,22.19,21.9,22.19,22.19,1014.0,55.0,1.03,74.0,broken clouds,1767846222.0,1767894561.0,1767855734.0
Usakos,-22.0,15.6,26.45,26.45,26.45,26.45,1013.0,24.0,1.01,67.0,broken clouds,1767846120.0,1767894359.0,1767855734.0
Omaruru,-21.4333,15.9333,26.27,26.27,26.27,26.27,1014.0,21.0,1.81,62.0,broken clouds,1767846106.0,1767894213.0,1767855734.0
Henties Bay,-22.116,14.2845,19.73,19.93,19.73,19.73,1014.0,83.0,1.33,6.0,clear sky,1767846422.0,1767894689.0,1767855734.0
Oshakati,-17.7833,15.6833,25.81,25.23,25.81,25.81,1013.0,30.0,6.09,11.0,few clouds,1767846581.0,1767893858.0,1767855734.0
Ongwediva,-17.7833,15.7667,25.82,25.21,25.82,25.82,1013.0,29.0,6.01,16.0,few clouds,1767846561.0,1767893838.0,1767855734.0
Ompundja,-17.9115,15.7014,25.72,25.1,25.72,25.72,1013.0,29.0,6.11,29.0,scattered clouds,1767846563.0,1767893868.0,1767855734.0
Eenhana,-17.4667,16.3333,27.37,26.54,27.37,27.37,1012.0,27.0,4.85,71.0,broken clouds,1767846460.0,1767893667.0,1767855734.0
Helao Nafidi,-17.4247,15.8925,26.57,26.57,26.57,26.57,1013.0,29.0,5.39,16.0,few clouds,1767846570.0,1767893768.0,1767855735.0
Tsandi,-17.7463,14.8866,26.14,26.14,26.14,26.14,1013.0,32.0,4.93,10.0,clear sky,1767846776.0,1767894045.0,1767855735.0
Okahao,-17.885,15.0667,25.74,25.23,25.74,25.74,1013.0,33.0,5.58,6.0,clear sky,1767846718.0,1767894017.0,1767855735.0
Tsumeb,-19.2333,17.7167,28.93,27.93,28.93,28.93,1011.0,32.0,7.29,7.0,clear sky,1767845931.0,1767893532.0,1767855735.0
Oniipa,-17.9141,16.0424,25.25,24.61,25.25,25.25,1013.0,30.0,5.63,83.0,broken clouds,1767846480.0,1767893786.0,1767855735.0
Otjiwarongo,-20.4637,16.6477,27.57,26.6,27.57,27.57,1012.0,25.0,5.63,10.0,clear sky,1767846047.0,1767893929.0,1767855514.0
Grootfontein,-19.5667,18.1167,22.76,22.48,22.76,22.76,1012.0,53.0,3.09,20.0,few clouds,1767845797.0,1767893474.0,1767855735.0
Okakarara,-20.5833,17.4333,26.96,26.39,26.96,26.96,1013.0,30.0,5.4,13.0,few clouds,1767845845.0,1767893754.0,1767855735.0
Opuwo,-18.0607,13.84,25.03,24.53,25.03,25.03,1014.0,36.0,2.01,17.0,few clouds,1767846993.0,1767894331.0,1767855735.0
Khorixas,-20.3667,14.9667,23.75,23.04,23.75,23.75,1014.0,33.0,1.05,39.0,scattered clouds,1767846462.0,1767894321.0,1767855735.0
Katima Mulilo,-17.5,24.2667,25.22,25.52,25.22,25.22,1012.0,66.0,2.05,95.0,overcast clouds,1767844552.0,1767891766.0,1767855735.0
Kongola,9.0665,-10.1959,19.6,18.9,19.6,19.6,1015.0,49.0,1.82,96.0,overcast clouds,1767855512.0,1767897353.0,1767855735.0
Rundu,-17.9333,19.7667,27.9,28.01,27.9,27.9,1010.0,46.0,1.42,27.0,scattered clouds,1767845584.0,1767892895.0,1767855735.0
Otjiwarongo,-20.4637,16.6477,27.57,26.6,27.57,27.57,1012.0,25.0,5.63,10.0,clear sky,1767846047.0,1767893929.0,1767855514.0
Mariental,-24.6333,17.9667,29.48,27.83,29.48,29.48,1013.0,20.0,3.58,4.0,clear sky,1767845234.0,1767894109.0,1767855735.0
Rehoboth,-23.3167,17.0833,27.21,26.31,27.21,27.21,1014.0,23.0,4.21,9.0,clear sky,1767845607.0,1767894160.0,1767855735.0
Gibeon,37.9724,-76.6197,2.11,0.05,2.03,4.21,1018.0,90.0,1.96,100.0,overcast clouds,1767874954.0,1767909803.0,1767855736.0
Keetmanshoop,-26.5833,18.1333,27.53,26.58,27.53,27.53,1014.0,25.0,4.39,0.0,clear sky,1767844949.0,1767894314.0,1767855736.0
Lüderitz,-26.6481,15.1594,23.2,22.86,23.2,23.2,1014.0,49.0,2.84,0.0,clear sky,1767845655.0,1767895036.0,1767855559.0
Oranjemund,-28.55,16.4333,20.16,19.88,20.16,20.16,1016.0,63.0,4.95,0.0,clear sky,1767845100.0,1767894979.0,1767855736.0
Karasburg,-28.0167,18.75,24.95,24.13,24.95,24.95,1015.0,24.0,2.5,0.0,clear sky,1767844614.0,1767894352.0,1767855736.0
Gobabis,-22.45,18.9667,28.28,27.3,28.28,28.28,1012.0,30.0,3.54,6.0,clear sky,1767845258.0,1767893605.0,1767855736.0
Leonardville,39.3644,-96.8589,7.56,5.98,7.56,7.56,1004.0,64.0,2.44,100.0,overcast clouds,1767880041.0,1767914434.0,1767855736.0
Witvlei,-22.4,18.4833,27.5,26.79,27.5,27.5,1013.0,31.0,3.75,9.0,clear sky,1767845380.0,1767893715.0,1767855736.0
,1767893715.0,1767852137.0,,,,,,,,,,,,
715,1767834145.0,,,,,,,,,,,,,
0537,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,
Windhoek,-22.5594,17.0832,25.27,24.71,25.27,28.57,1013.0,33.0,7.2,0.0,clear sky,1767845697.0,1767894070.0,1767859245.0
Swakopmund,-22.6833,14.5333,20.55,20.75,20.55,20.55,1014.0,80.0,0.89,30.0,scattered clouds,1767846295.0,1767894696.0,1767859320.0
Walvis Bay,-22.9575,14.5053,20.53,20.65,20.53,20.53,1014.0,77.0,1.54,75.0,broken clouds,1767846269.0,1767894736.0,1767859202.0
Arandis,-22.4167,14.9667,23.92,23.62,23.92,23.92,1014.0,48.0,2.53,80.0,broken clouds,1767846222.0,1767894561.0,1767859333.0
Usakos,-22.0,15.6,28.65,27.26,28.65,28.65,1013.0,22.0,1.38,48.0,scattered clouds,1767846120.0,1767894359.0,1767859333.0
Omaruru,-21.4333,15.9333,28.83,27.31,28.83,28.83,1013.0,19.0,2.83,35.0,scattered clouds,1767846106.0,1767894213.0,1767859333.0
Henties Bay,-22.116,14.2845,20.54,20.69,20.54,20.54,1014.0,78.0,2.13,7.0,clear sky,1767846422.0,1767894689.0,1767859333.0
Oshakati,-17.7833,15.6833,27.12,26.38,27.12,27.12,1013.0,27.0,5.53,28.0,scattered clouds,1767846581.0,1767893858.0,1767859333.0
Ongwediva,-17.7833,15.7667,26.99,26.27,26.99,26.99,1013.0,26.0,5.5,38.0,scattered clouds,1767846561.0,1767893838.0,1767859158.0
Ompundja,-17.9115,15.7014,27.08,26.32,27.08,27.08,1013.0,26.0,5.45,49.0,scattered clouds,1767846563.0,1767893868.0,1767859334.0
Eenhana,-17.4667,16.3333,29.84,28.22,29.84,29.84,1012.0,23.0,5.23,50.0,scattered clouds,1767846460.0,1767893667.0,1767859334.0
Helao Nafidi,-17.4247,15.8925,28.49,27.24,28.49,28.49,1012.0,25.0,5.52,16.0,few clouds,1767846570.0,1767893768.0,1767859334.0
Tsandi,-17.7463,14.8866,28.25,27.23,28.25,28.25,1013.0,29.0,4.85,5.0,clear sky,1767846776.0,1767894045.0,1767859334.0
Okahao,-17.885,15.0667,27.74,26.87,27.74,27.74,1013.0,29.0,5.28,4.0,clear sky,1767846718.0,1767894017.0,1767859334.0
Tsumeb,-19.2333,17.7167,30.97,29.61,30.97,30.97,1011.0,29.0,6.27,9.0,clear sky,1767845931.0,1767893532.0,1767859334.0
Oniipa,-17.9141,16.0424,27.42,26.54,27.42,27.42,1013.0,26.0,5.58,73.0,broken clouds,1767846480.0,1767893786.0,1767859334.0
Otjiwarongo,-20.4637,16.6477,29.61,28.03,29.61,29.61,1012.0,23.0,5.8,10.0,clear sky,1767846047.0,1767893929.0,1767859262.0
Grootfontein,-19.5667,18.1167,24.76,24.52,24.76,24.76,1012.0,47.0,2.06,20.0,few clouds,1767845797.0,1767893474.0,1767859334.0
Okakarara,-20.5833,17.4333,29.26,27.98,29.26,29.26,1012.0,28.0,4.53,10.0,clear sky,1767845845.0,1767893754.0,1767859334.0
Opuwo,-18.0607,13.84,27.36,26.74,27.36,27.36,1014.0,32.0,1.93,13.0,few clouds,1767846993.0,1767894331.0,1767859334.0
Khorixas,-20.3667,14.9667,25.56,24.88,25.56,25.56,1014.0,27.0,1.5,49.0,scattered clouds,1767846462.0,1767894321.0,1767859334.0
Katima Mulilo,-17.5,24.2667,28.78,29.61,28.78,28.78,1011.0,52.0,2.48,80.0,broken clouds,1767844552.0,1767891766.0,1767859334.0
Kongola,9.0665,-10.1959,20.91,20.28,20.91,20.91,1016.0,47.0,1.92,97.0,overcast clouds,1767855512.0,1767897353.0,1767859334.0
Rundu,-17.9333,19.7667,31.06,30.33,31.06,31.06,1010.0,35.0,1.73,23.0,few clouds,1767845584.0,1767892895.0,1767859334.0
Otjiwarongo,-20.4637,16.6477,29.61,28.03,29.61,29.61,1012.0,23.0,5.8,10.0,clear sky,1767846047.0,1767893929.0,1767859262.0
Mariental,-24.6333,17.9667,31.56,29.46,31.56,31.56,1012.0,17.0,3.2,2.0,clear sky,1767845234.0,1767894109.0,1767859335.0
Rehoboth,-23.3167,17.0833,28.84,27.34,28.84,28.84,1013.0,20.0,3.79,32.0,scattered clouds,1767845607.0,1767894160.0,1767859335.0
Gibeon,37.9724,-76.6197,2.03,-0.24,2.03,3.66,1019.0,91.0,2.13,100.0,overcast clouds,1767874954.0,1767909803.0,1767859335.0
Keetmanshoop,-26.5833,18.1333,29.47,27.85,29.47,29.47,1013.0,21.0,3.55,0.0,clear sky,1767844949.0,1767894314.0,1767859335.0
Lüderitz,-26.6481,15.1594,25.11,24.85,25.11,25.11,1014.0,45.0,4.74,0.0,clear sky,1767845655.0,1767895036.0,1767859288.0
Oranjemund,-28.55,16.4333,21.29,20.96,21.29,21.29,1016.0,57.0,5.04,0.0,clear sky,1767845100.0,1767894979.0,1767859203.0
Karasburg,-28.0167,18.75,27.26,26.23,27.26,27.26,1014.0,19.0,2.45,0.0,clear sky,1767844614.0,1767894352.0,1767859335.0
Gobabis,-22.45,18.9667,29.64,28.3,29.64,29.64,1012.0,28.0,4.02,6.0,clear sky,1767845258.0,1767893605.0,1767859335.0
Leonardville,39.3644,-96.8589,7.56,5.79,7.56,7.56,1003.0,65.0,2.7,100.0,overcast clouds,1767880041.0,1767914434.0,1767859335.0
